shortcode,media_id,mediaID_sec,created_at_unix,created_at_utc,epoch_estimate,is_multiple,count,is_video,vid_duration,off_by
BcvgkuuFYib,1.67069724833255E+018,199162632.028,1513382737,2017-12-16 00:05:37,2011-08-24 21:08:24,False,None,True,60,84
Bcya2XpFBwj,1.67151649715415E+018,199260294.098,1513480379,2017-12-17 03:12:59,2011-08-24 21:08:04,False,None,True,32,64
Bd6_lxBl6R9,1.69194428222195E+018,201695475.843,1515915497,2018-01-14 07:38:17,2011-08-24 21:07:01,False,None,False,None,1
Bd6TlmMl9iQ,1.69175075654886E+018,201672405.785,1515892538,2018-01-14 01:15:38,2011-08-24 21:08:52,False,None,True,60,112
B_d-bQqHaqM,2.29626593722484E+018,273736230.996,1587956252,2020-04-27 02:57:32,2011-08-24 21:07:01,True,3,False,None,1
B-DOg3yHe67,2.2707224686959E+018,270691212.26,1584911233,2020-03-22 21:07:13,2011-08-24 21:07:00,True,2,False,None,0
BdTWjLWFZHT,1.68078626032593E+018,200365335.98,1514585357,2017-12-29 22:09:17,2011-08-24 21:07:01,False,None,False,None,1
B_dVV8vH00M,2.29608525232966E+018,273714691.678,1587935581,2020-04-26 21:13:01,2011-08-24 21:21:29,False,None,True,39.7,869
Be3aHbyl_eY,1.70894944369587E+018,203722649.061,1517942670,2018-02-06 18:44:30,2011-08-24 21:07:00,False,None,False,None,0
Be3bHWtFQZP,1.7089538362812E+018,203723172.698,1517943194,2018-02-06 18:53:14,2011-08-24 21:07:01,False,None,False,None,1
Be3-eHdFyHL,1.70910933208263E+018,203741709.242,1517961766,2018-02-07 00:02:46,2011-08-24 21:07:36,False,None,True,10,36
Be3X_xLFo2r,1.70894012080656E+018,203721537.686,1517941559,2018-02-06 18:25:59,2011-08-24 21:07:01,False,None,False,None,1
Be3YzXAFLfR,1.70894366611739E+018,203721960.32,1517941982,2018-02-06 18:33:02,2011-08-24 21:07:01,False,None,False,None,1
Be3YZYFlhlR,1.7089418805771E+018,203721747.467,1517941769,2018-02-06 18:29:29,2011-08-24 21:07:01,False,None,False,None,1
Be3ZYvRFM25,1.70894623479305E+018,203722266.53,1517942288,2018-02-06 18:38:08,2011-08-24 21:07:01,False,None,False,None,1
BeA12itlI6z,1.69359030448007E+018,201891696.987,1516111794,2018-01-16 14:09:54,2011-08-24 21:08:17,False,None,True,35,77
BeBfSnjFGvB,1.69377255372491E+018,201913422.79,1516133576,2018-01-16 20:12:56,2011-08-24 21:09:13,False,None,True,20,133
BeblCXzF7Hf,1.70111617497561E+018,202788850.662,1517008872,2018-01-26 23:21:12,2011-08-24 21:07:01,False,None,False,None,1
BeDvXSvFsay,1.6944061936728E+018,201988958.558,1516208980,2018-01-17 17:09:40,2011-08-24 21:07:01,False,None,False,None,1
BeE_5Rml2rE,1.69476037263959E+018,202031179.981,1516251201,2018-01-18 04:53:21,2011-08-24 21:07:01,True,3,Contains at least one video,None,1
BeGzcHIFSYe,1.69526854192078E+018,202091758.48,1516311780,2018-01-18 21:43:00,2011-08-24 21:07:01,True,2,Contains at least one video,None,1
BeMQLBKls9c,1.69680228552165E+018,202274594.965,1516494616,2018-01-21 00:30:16,2011-08-24 21:07:01,False,None,False,None,1
Beo6NM3FcNy,1.70486845281965E+018,203236157.038,1517456178,2018-02-01 03:36:18,2011-08-24 21:07:00,True,5,False,None,0
BerrpBzFLWq,1.70564881931913E+018,203329183.974,1517549205,2018-02-02 05:26:45,2011-08-24 21:07:01,True,2,False,None,1
BeSR7qQFmqs,1.69849887607898E+018,202476844.32,1516696866,2018-01-23 08:41:06,2011-08-24 21:07:01,True,3,Contains at least one video,None,1
BeT_Wq-Fd6x,1.69898011934627E+018,202534212.988,1516754416,2018-01-24 00:40:16,2011-08-24 21:10:03,False,None,True,58,183
BeUwadXlgM2,1.69919588389867E+018,202559934.127,1516780054,2018-01-24 07:47:34,2011-08-24 21:08:39,False,None,True,10,99
BeV8a_hlOYQ,1.69953017210843E+018,202599784.387,1516819806,2018-01-24 18:50:06,2011-08-24 21:07:01,False,None,False,None,1
BeV8DRLl1Gd,1.6995285417994E+018,202599590.039,1516819611,2018-01-24 18:46:51,2011-08-24 21:07:00,False,None,False,None,0
BeV8fNUF89V,1.69953046179242E+018,202599818.92,1516819840,2018-01-24 18:50:40,2011-08-24 21:07:01,False,None,False,None,1
BeV8JNUlFSZ,1.6995289499721E+018,202599638.697,1516819660,2018-01-24 18:47:40,2011-08-24 21:07:01,False,None,False,None,1
BeV8mCqFvFi,1.69953093138664E+018,202599874.9,1516819896,2018-01-24 18:51:36,2011-08-24 21:07:01,False,None,False,None,1
BeV8PO3FvJx,1.69952936394168E+018,202599688.046,1516819709,2018-01-24 18:48:29,2011-08-24 21:07:00,False,None,False,None,0
BeV8Wf8F8YW,1.69952986331557E+018,202599747.576,1516819769,2018-01-24 18:49:29,2011-08-24 21:07:01,False,None,False,None,1
BeXchJzFkhJ,1.69995280792147E+018,202650166.502,1516870188,2018-01-25 08:49:48,2011-08-24 21:07:01,False,None,False,None,1
BexFc9EFLhI,1.70716971369475E+018,203510488.712,1517730660,2018-02-04 07:51:00,2011-08-24 21:09:31,False,None,True,60,151
BeyyF34F0wO,1.70764751464663E+018,203567447.024,1517787468,2018-02-04 23:37:48,2011-08-24 21:07:00,True,7,False,None,0
BeZvrmlF4Ux,1.70060003885708E+018,202727322.442,1516947344,2018-01-26 06:15:44,2011-08-24 21:07:01,True,2,False,None,1
Bf1YFvTlxbl,1.72639197967464E+018,205801961.383,1520022241,2018-03-02 20:24:01,2011-08-24 21:11:19,False,None,True,19,259
Bf2N3eClqJg,1.72662849357471E+018,205830156.037,1520050177,2018-03-03 04:09:37,2011-08-24 21:07:00,False,None,False,None,0
Bf2NvI3F4TE,1.72662792107744E+018,205830087.79,1520050109,2018-03-03 04:08:29,2011-08-24 21:07:01,False,None,False,None,1
Bf2NyxAl2i6,1.72662817034492E+018,205830117.505,1520050139,2018-03-03 04:08:59,2011-08-24 21:07:01,False,None,False,None,1
B-F3_e9HMV1,2.27146784220098E+018,270780067.706,1585000089,2020-03-23 21:48:09,2011-08-24 21:07:01,True,2,False,None,1
Bf99ASSl5yJ,1.72880613245659E+018,206089750.821,1520309805,2018-03-06 04:16:45,2011-08-24 21:07:34,False,None,True,14,34
Bf_AmmQl7CK,1.72910343435424E+018,206125191.969,1520345234,2018-03-06 14:07:14,2011-08-24 21:07:22,False,None,True,14,22
BfFKLwnlfiS,1.71282002186744E+018,204184057.935,1518404079,2018-02-12 02:54:39,2011-08-24 21:07:01,False,None,False,None,1
BfH_3kLF_m_,1.71361907858001E+018,204279312.918,1518499397,2018-02-13 05:23:17,2011-08-24 21:08:04,False,None,True,60,64
BfNEHiPlaFq,1.7150451430891E+018,204449313.055,1518669591,2018-02-15 04:39:51,2011-08-24 21:11:17,False,None,True,15,257
BfrKljwFqcr,1.72351784387285E+018,205459337.696,1519679556,2018-02-26 21:12:36,2011-08-24 21:10:18,False,None,True,15,198
BfscJ5pFcRH,1.72387658304624E+018,205502102.738,1519722159,2018-02-27 09:02:39,2011-08-24 21:07:36,False,None,True,10,36
BfxMwyWl0TJ,1.72521626141873E+018,205661804.845,1519881826,2018-03-01 05:23:46,2011-08-24 21:07:01,False,None,False,None,1
BfzNMSzFcC6,1.72578110163581E+018,205729139.046,1519949195,2018-03-02 00:06:35,2011-08-24 21:07:35,False,None,True,4.8,35
Bg4v--tFOso,1.74535589172799E+018,208062635.866,1522282759,2018-03-29 00:19:19,2011-08-24 21:08:43,False,None,True,45,103
Bg9Q8kiFxZk,1.74662676162905E+018,208214135.364,1522434157,2018-03-30 18:22:37,2011-08-24 21:07:01,False,None,False,None,1
BgAc7dDlfGN,1.72950948786038E+018,206173597.319,1520393703,2018-03-07 03:35:03,2011-08-24 21:08:25,False,None,True,59,85
BgBDVu9lHRA,1.72967841956079E+018,206193735.547,1520413829,2018-03-07 09:10:29,2011-08-24 21:08:13,False,None,True,9,73
BgC7TtilrR9,1.73020604617659E+018,206256633.541,1520476707,2018-03-08 02:38:27,2011-08-24 21:07:53,False,None,True,9,53
BgcppACli4Z,1.73744669370707E+018,207119785.989,1521339834,2018-03-18 02:23:54,2011-08-24 21:07:28,False,None,True,38,28
Bge0sieFkVS,1.73805826529914E+018,207192691.004,1521412808,2018-03-18 22:40:08,2011-08-24 21:08:36,False,None,True,6.933,96
BgEgOhwFtqT,1.73064989261843E+018,206309544.16,1520529588,2018-03-08 17:19:48,2011-08-24 21:07:23,False,None,True,10,23
BgEmC6TFtXU,1.73067548262078E+018,206312594.726,1520533367,2018-03-08 18:22:47,2011-08-24 21:19:32,False,None,True,60,752
BgeUW8CFm-n,1.73791604342983E+018,207175736.836,1521395758,2018-03-18 17:55:58,2011-08-24 21:07:01,True,2,False,None,1
BgHcs8zFGvI,1.73147881598802E+018,206408359.526,1520629078,2018-03-09 20:57:58,2011-08-24 21:18:38,False,None,True,8,698
Bgj5BallIGK,1.73948466701353E+018,207362731.339,1521582781,2018-03-20 21:53:01,2011-08-24 21:07:29,False,None,True,5.7,29
Bgja9bJFpq8,1.73935245133602E+018,207346970.002,1521567034,2018-03-20 17:30:34,2011-08-24 21:07:43,False,None,True,6.798,43
BgKN17IlP-_,1.73225788690904E+018,206501232.017,1520721396,2018-03-10 22:36:36,2011-08-24 21:09:23,False,None,True,60,143
BgMO578lUDo,1.73282551065931E+018,206568898.041,1520789136,2018-03-11 17:25:36,2011-08-24 21:10:37,False,None,True,60,217
BgnJ46olhIc,1.74040327466923E+018,207472237.905,1521692259,2018-03-22 04:17:39,2011-08-24 21:07:01,True,3,False,None,1
BgoGkTiFFiL,1.74067013913178E+018,207504050.628,1521724072,2018-03-22 13:07:52,2011-08-24 21:07:01,False,None,False,None,1
BgoYUQ-FwzD,1.74074820170607E+018,207513356.412,1521733378,2018-03-22 15:42:58,2011-08-24 21:07:01,True,5,False,None,1
BgPC7wRFh-W,1.73361728392935E+018,206663284.77,1520883306,2018-03-12 19:35:06,2011-08-24 21:07:01,False,None,False,None,1
BgPCxp1lifO,1.73361658983076E+018,206663202.027,1520883223,2018-03-12 19:33:43,2011-08-24 21:07:00,False,None,False,None,0
BgRInQsl2nG,1.73420521387402E+018,206733371.481,1520953578,2018-03-13 15:06:18,2011-08-24 21:10:06,False,None,True,15,186
BgrNfBwFV5k,1.7415449876977E+018,207608340.704,1521828362,2018-03-23 18:06:02,2011-08-24 21:07:01,True,8,False,None,1
BgSow94lldX,1.73462809333402E+018,206783782.641,1521003804,2018-03-14 05:03:24,2011-08-24 21:07:01,False,None,False,None,1
Bgufzgsl1bm,1.74246998508197E+018,207718608.985,1521938630,2018-03-25 00:43:50,2011-08-24 21:07:01,False,None,False,None,1
BgWnv9fl0E-,1.7357495260555E+018,206917467.839,1521137489,2018-03-15 18:11:29,2011-08-24 21:07:01,False,None,False,None,1
BgwuGNllspV,1.74309579283804E+018,207793211.083,1522013232,2018-03-25 21:27:12,2011-08-24 21:07:00,True,2,Contains at least one video,None,0
BgyuB46FQOr,1.74365844570879E+018,207860284.532,1522080337,2018-03-26 16:05:37,2011-08-24 21:07:32,False,None,True,4.5,32
Bgzkh82lzXu,1.74389814348004E+018,207888858.733,1522108880,2018-03-27 00:01:20,2011-08-24 21:07:01,True,2,Contains at least one video,None,1
Bh5b4fhlTf0,1.76356335848818E+018,210233135.043,1524453272,2018-04-23 03:14:32,2011-08-24 21:08:56,False,None,True,15,116
Bh5FfDglyUj,1.7634648533966E+018,210221392.321,1524441414,2018-04-22 23:56:54,2011-08-24 21:07:01,False,None,False,None,1
Bh5Kva2FMig,1.7634879681974E+018,210224147.82,1524444175,2018-04-23 00:42:55,2011-08-24 21:07:07,False,None,True,7,7
Bh8YNfIFxKK,1.76439163391358E+018,210331873.168,1524551894,2018-04-24 06:38:14,2011-08-24 21:07:00,False,None,False,None,0
BhBJCOMlD64,1.74771786549744E+018,208344205.081,1522564226,2018-04-01 06:30:26,2011-08-24 21:07:00,False,None,False,None,0
BhCuEL9lRQt,1.74816220323493E+018,208397174.267,1522617216,2018-04-01 21:13:36,2011-08-24 21:07:21,False,None,True,6.166,21
BheOtaolF5u,1.75590559834678E+018,209320258.897,1523540347,2018-04-12 13:39:07,2011-08-24 21:08:08,False,None,True,7.166,68
BhetsovFpdc,1.75604188421073E+018,209336505.438,1523556527,2018-04-12 18:08:47,2011-08-24 21:07:01,False,None,False,None,1
BhlMMoXF9QK,1.75786487408701E+018,209553822.766,1523773844,2018-04-15 06:30:44,2011-08-24 21:07:01,False,None,False,None,1
BhnBdTfFiDx,1.75838059134544E+018,209615301.054,1523835455,2018-04-15 23:37:35,2011-08-24 21:09:13,False,None,True,5.838,133
BhpnlAFFKD0,1.7591111959847E+018,209702395.914,1523922463,2018-04-16 23:47:43,2011-08-24 21:07:47,False,None,True,32,47
BhPXLj0F1c4,1.75172072950932E+018,208821383.656,1523041405,2018-04-06 19:03:25,2011-08-24 21:07:01,False,None,False,None,1
BhVW1kQFrRf,1.75340806801082E+018,209022530.08,1523242587,2018-04-09 02:56:27,2011-08-24 21:07:36,False,None,True,4.933,36
BhW-bI8lD6H,1.75386364882323E+018,209076839.545,1523296905,2018-04-09 18:01:45,2011-08-24 21:07:45,False,None,True,10,45
BhX1CydFxUL,1.75410386796328E+018,209105475.898,1523325539,2018-04-10 01:58:59,2011-08-24 21:07:43,False,None,True,6.933,43
Bi00ByCFQB2,1.78027657357826E+018,212225505.54,1526445527,2018-05-16 04:38:47,2011-08-24 21:07:01,True,3,False,None,1
B-i0HZ7HaFw,2.27961356869315E+018,271751113.974,1585971135,2020-04-04 03:32:15,2011-08-24 21:07:01,False,None,False,None,1
Bi0WxHSF5uv,1.78014788481552E+018,212210164.644,1526430186,2018-05-16 00:23:06,2011-08-24 21:07:01,True,2,Contains at least one video,None,1
Bi1EUHKlY7s,1.78034820196424E+018,212234044.309,1526454091,2018-05-16 07:01:31,2011-08-24 21:07:26,False,None,True,12,26
Bi5YrHxFv2Q,1.78156364399529E+018,212378936.29,1526598973,2018-05-17 23:16:13,2011-08-24 21:07:16,False,None,True,30,16
Bi7_G7KF7Pd,1.78229563032232E+018,212466195.86,1526686217,2018-05-18 23:30:17,2011-08-24 21:07:01,False,None,False,None,1
Bi-8bmXlKef,1.78312828189964E+018,212565455.663,1526785477,2018-05-20 03:04:37,2011-08-24 21:07:01,False,None,False,None,1
BiFGGfElg7t,1.76684526277165E+018,210624368.521,1524844390,2018-04-27 15:53:10,2011-08-24 21:07:01,True,2,Contains at least one video,None,1
BifVi2CFl9l,1.77423153166329E+018,211504880.388,1525724902,2018-05-07 20:28:22,2011-08-24 21:07:01,True,6,False,None,1
BiH7j0QliKl,1.7676433248049E+018,210719504.929,1524939620,2018-04-28 18:20:20,2011-08-24 21:08:35,False,None,True,36,95
Bii6SGmlpRp,1.77523753387548E+018,211624805.197,1525845111,2018-05-09 05:51:51,2011-08-24 21:11:45,False,None,True,12,285
BiiEzDrFkil,1.77500230396086E+018,211596763.606,1525816785,2018-05-08 21:59:45,2011-08-24 21:07:01,True,4,False,None,1
BiiM5CfFXGP,1.77503789937469E+018,211601006.91,1525821028,2018-05-08 23:10:28,2011-08-24 21:07:01,False,None,False,None,1
BiJPmVNlGrt,1.76801293353382E+018,210763565.723,1524983587,2018-04-29 06:33:07,2011-08-24 21:07:01,False,None,False,None,1
BiLEfzalyhm,1.76852705636982E+018,210824853.941,1525044898,2018-04-29 23:34:58,2011-08-24 21:07:24,False,None,True,14,24
BiLhnM_lLbG,1.76865510821912E+018,210840118.911,1525060140,2018-04-30 03:49:00,2011-08-24 21:07:01,False,None,False,None,1
B-iMVpmn7Ki,2.27943862574145E+018,271730259.149,1585950464,2020-04-03 21:47:44,2011-08-24 21:10:04,False,None,True,134.453,184
BinaPqSlSO5,1.77650400343131E+018,211775780.133,1525995801,2018-05-10 23:43:21,2011-08-24 21:07:00,True,3,False,None,0
BiNdG7NFSpb,1.76919824786241E+018,210904866.202,1525124887,2018-04-30 21:48:07,2011-08-24 21:07:00,True,2,False,None,0
BiNr026looE,1.76926297700424E+018,210912582.517,1525132699,2018-04-30 23:58:19,2011-08-24 21:08:36,False,None,True,30,96
BipmYjHlv7P,1.77712034071753E+018,211849253.263,1526069274,2018-05-11 20:07:54,2011-08-24 21:07:00,True,8,False,None,0
BisvvRXlg1t,1.77800590955525E+018,211954821.295,1526174843,2018-05-13 01:27:23,2011-08-24 21:07:01,False,None,False,None,1
BivCF5tl-vj,1.77864957949326E+018,212031552.731,1526251923,2018-05-13 22:52:03,2011-08-24 21:12:50,False,None,True,14,350
BivPvXFl5ew,1.77870960313759E+018,212038708.107,1526258729,2018-05-14 00:45:29,2011-08-24 21:07:00,True,3,False,None,0
BiVWhPwhEsJ,1.77142107012624E+018,211169847.265,1525390187,2018-05-03 23:29:47,2011-08-24 21:12:19,False,None,True,45,319
B-IXuQPHIUK,2.2721703456075E+018,270863812.638,1585083834,2020-03-24 21:03:54,2011-08-24 21:07:01,True,3,Contains at least one video,None,1
BiXXognlA3t,1.77198891726616E+018,211237539.919,1525457652,2018-05-04 18:14:12,2011-08-24 21:08:32,False,None,True,8,92
BjcjBselkOf,1.79146079989178E+018,213558769.213,1527778790,2018-05-31 14:59:50,2011-08-24 21:07:00,True,3,False,None,0
BjDwREnFnXY,1.78448215678324E+018,212726850.126,1526946871,2018-05-21 23:54:31,2011-08-24 21:07:00,False,None,False,None,0
BjF8zdfFIay,1.7851002464662E+018,212800532.158,1527020553,2018-05-22 20:22:33,2011-08-24 21:07:00,False,None,False,None,0
BjfTOoBF1MU,1.79223574464111E+018,213651149.826,1527871273,2018-06-01 16:41:13,2011-08-24 21:08:43,False,None,True,8,103
BjGBalyF_0N,1.78512052762077E+018,212802949.86,1527022971,2018-05-22 21:02:51,2011-08-24 21:07:01,True,8,Contains at least one video,None,1
BjLZbpeFwCM,1.78663352829942E+018,212983313.596,1527203335,2018-05-24 23:08:55,2011-08-24 21:07:01,False,None,False,None,1
BjoJYamF-2Q,1.79472571174957E+018,213947977.036,1528167998,2018-06-05 03:06:38,2011-08-24 21:07:00,True,2,Contains at least one video,None,0
B_jSnV-HZ0W,2.29776210337658E+018,273914587.9,1588134609,2020-04-29 04:30:09,2011-08-24 21:07:01,True,6,False,None,1
B_JvoAgnG4k,2.29057134300682E+018,273057382.465,1587277404,2020-04-19 06:23:24,2011-08-24 21:07:01,True,3,False,None,1
BjyjV6KFfN_,1.79765463845739E+018,214297132.308,1528517154,2018-06-09 04:05:54,2011-08-24 21:07:01,True,2,Contains at least one video,None,1
BkaEwkZFsjW,1.80877913013923E+018,215623275.058,1529843410,2018-06-24 12:30:10,2011-08-24 21:08:54,False,None,True,6,114
BkQsYY_lVde,1.80613864072605E+018,215308504.191,1529528585,2018-06-20 21:03:05,2011-08-24 21:08:00,False,None,True,13.73,60
Bl2akBIlCRi,1.83477072252818E+018,218721714.321,1532941736,2018-07-30 09:08:56,2011-08-24 21:07:01,True,3,False,None,1
Bl9ijoqFCO0,1.83677620545573E+018,218960786.516,1533180808,2018-08-02 03:33:28,2011-08-24 21:07:01,True,4,Contains at least one video,None,1
BlbdKcQlK9n,1.82718233471541E+018,217817108.001,1532037129,2018-07-19 21:52:09,2011-08-24 21:07:00,True,4,False,None,0
B_Le8z6nyYy,2.29106095575631E+018,273115748.853,1587335770,2020-04-19 22:36:10,2011-08-24 21:07:01,True,3,False,None,1
Blk_hqbF59U,1.82986673884389E+018,218137113.91,1532357135,2018-07-23 14:45:35,2011-08-24 21:07:01,True,3,False,None,1
BlmospzFU6l,1.83032928897056E+018,218192254.182,1532412275,2018-07-24 06:04:35,2011-08-24 21:07:00,True,3,Contains at least one video,None,0
BltsAtvlJND,1.8323141865728E+018,218428872.415,1532648894,2018-07-26 23:48:14,2011-08-24 21:07:01,True,2,Contains at least one video,None,1
Blu9JGOF3OJ,1.83267100437771E+018,218471408.412,1532691430,2018-07-27 11:37:10,2011-08-24 21:07:01,False,None,False,None,1
Blw19gpBfAo,1.83320237174095E+018,218534752.338,1532754857,2018-07-28 05:14:17,2011-08-24 21:08:24,False,None,True,59.86,84
BlyIc55F673,1.83356516897179E+018,218578001.138,1532798022,2018-07-28 17:13:42,2011-08-24 21:07:00,False,None,False,None,0
Bm3jCkNlGoA,1.85310387963563E+018,220907196.955,1535127218,2018-08-24 16:13:38,2011-08-24 21:07:01,False,None,False,None,1
BmbUFmslZqJ,1.84515681841615E+018,219959833.433,1534179855,2018-08-13 17:04:15,2011-08-24 21:07:01,False,None,False,None,1
BmD6LBaFDff,1.83856891702046E+018,219174494.388,1533394516,2018-08-04 14:55:16,2011-08-24 21:07:01,True,7,False,None,1
Bme-1XMFaiA,1.84618924318325E+018,220082908.056,1534302929,2018-08-15 03:15:29,2011-08-24 21:07:00,False,None,False,None,0
BmfjxG_Fl6v,1.84635167862832E+018,220102271.87,1534322346,2018-08-15 08:39:06,2011-08-24 21:07:54,False,None,True,4,54
BmGpSm8F7bF,1.83933909649534E+018,219266306.936,1533486328,2018-08-05 16:25:28,2011-08-24 21:07:01,True,3,False,None,1
BmhiVDmFY1F,1.84690830274918E+018,220168626.636,1534388648,2018-08-16 03:04:08,2011-08-24 21:07:01,False,None,False,None,1
BmJMTJUl_vN,1.84005601499493E+018,219351770.281,1533571792,2018-08-06 16:09:52,2011-08-24 21:07:01,False,None,False,None,1
BmKRODoF8yP,1.84035913049151E+018,219387904.464,1533607926,2018-08-07 02:12:06,2011-08-24 21:07:01,True,4,False,None,1
BmMSb6Pl1NB,1.84092743048936E+018,219455651.103,1533675672,2018-08-07 21:01:12,2011-08-24 21:07:00,True,2,Contains at least one video,None,0
Bmndso4FgkO,1.84857678295532E+018,220367524.976,1534587546,2018-08-18 10:19:06,2011-08-24 21:07:01,False,None,False,None,1
BmoDCZWlB6E,1.84874100583643E+018,220387101.869,1534607123,2018-08-18 15:45:23,2011-08-24 21:07:01,True,4,False,None,1
Bm_qRKdlmlJ,1.85538746891832E+018,221179422.011,1535399641,2018-08-27 19:54:01,2011-08-24 21:10:18,False,None,True,54.369,198
BmSE0wsFS66,1.84255641542598E+018,219649841.24,1533869862,2018-08-10 02:57:42,2011-08-24 21:07:00,True,3,False,None,0
BmtAayPlPks,1.85013686257405E+018,220553500.959,1534773522,2018-08-20 13:58:42,2011-08-24 21:07:01,True,8,False,None,1
BmtbGWpFKU2,1.85025420580334E+018,220567489.362,1534787511,2018-08-20 17:51:51,2011-08-24 21:07:01,True,2,False,None,1
BmYVdRHlaHa,1.84431841763063E+018,219859888.271,1534079909,2018-08-12 13:18:29,2011-08-24 21:07:00,True,4,False,None,0
Bn2B5zDnsYF,1.87069106509727E+018,223003752.839,1537223774,2018-09-17 22:36:14,2011-08-24 21:07:01,False,None,False,None,1
Bn2C675FVYS,1.87069554135016E+018,223004286.45,1537224308,2018-09-17 22:45:08,2011-08-24 21:07:01,False,None,False,None,1
Bn2CIMvlVFA,1.87069205475107E+018,223003870.815,1537223892,2018-09-17 22:38:12,2011-08-24 21:07:01,True,2,False,None,1
Bn2CqXGlef-,1.87069440233661E+018,223004150.669,1537224172,2018-09-17 22:42:52,2011-08-24 21:07:01,False,None,False,None,1
Bn2DnEBlpz9,1.87069857373976E+018,223004647.939,1537224669,2018-09-17 22:51:09,2011-08-24 21:07:01,False,None,False,None,1
B-n9pYxHg0K,2.28106286121603E+018,271923883.106,1586144020,2020-04-06 03:33:40,2011-08-24 21:08:56,False,None,True,6.7,116
BnBvy36lPmr,1.85597472565186E+018,221249428.469,1535469450,2018-08-28 15:17:30,2011-08-24 21:07:01,True,2,Contains at least one video,None,1
BnC4aDSloHW,1.85629407727416E+018,221287498.149,1535507519,2018-08-29 01:51:59,2011-08-24 21:07:00,False,None,False,None,0
BnEepNnlVnl,1.85674371990011E+018,221341099.727,1535561121,2018-08-29 16:45:21,2011-08-24 21:07:01,False,None,False,None,1
BnFxmhuFYfC,1.857108573186E+018,221384593.628,1535604615,2018-08-30 04:50:15,2011-08-24 21:07:01,False,None,False,None,1
BnnKIGlF6ir,1.86650510785404E+018,222504747.85,1536724769,2018-09-12 03:59:29,2011-08-24 21:07:01,False,None,False,None,1
Bnvadn1lsEX,1.86882875523116E+018,222781748.203,1537002068,2018-09-15 09:01:08,2011-08-24 21:11:59,False,None,True,15.01,299
B-nX9OznQiZ,2.2808970991426E+018,271904122.727,1586124241,2020-04-05 22:04:01,2011-08-24 21:08:38,False,None,True,9.271,98
Bnxe_w8FyF6,1.86941164360559E+018,222851233.912,1537071255,2018-09-16 04:14:15,2011-08-24 21:07:01,False,None,False,None,1
BnzW1FPnq1t,1.86993867507517E+018,222914060.959,1537134082,2018-09-16 21:41:22,2011-08-24 21:07:01,False,None,False,None,1
Bo1LuyKHzez,1.88846721221625E+018,225122834.708,1539342856,2018-10-12 11:14:16,2011-08-24 21:07:01,True,4,False,None,1
Bo1MXVqHYI3,1.88846999911304E+018,225123166.932,1539343188,2018-10-12 11:19:48,2011-08-24 21:07:01,False,None,False,None,1
Bo1Pvivnp-g,1.88848485657101E+018,225124938.079,1539344959,2018-10-12 11:49:19,2011-08-24 21:07:00,True,7,False,None,0
Bo7eUS7n5Px,1.89023780472459E+018,225333905.783,1539553927,2018-10-14 21:52:07,2011-08-24 21:07:01,False,None,False,None,1
BoCLz8OH_yv,1.87411234280597E+018,223411600.924,1537631659,2018-09-22 15:54:19,2011-08-24 21:07:38,False,None,True,15.02,38
Bog_i-UHc6l,1.88278412454277E+018,224445357.864,1538665751,2018-10-04 15:09:11,2011-08-24 21:13:13,False,None,True,30.04,373
BoH4DtrngAK,1.87571431563631E+018,223602570.967,1537822592,2018-09-24 20:56:32,2011-08-24 21:07:01,False,None,False,None,1
BoiNAXxnRQq,1.88312479432737E+018,224485968.867,1538705990,2018-10-05 02:19:50,2011-08-24 21:07:01,True,6,False,None,1
B_-oMbhnf-Z,2.30545683530947E+018,274831871.427,1589051963,2020-05-09 19:19:23,2011-08-24 21:08:11,False,None,True,16.766,71
BopwHDsHnw-,1.88524951026155E+018,224739254.744,1538959276,2018-10-08 00:41:16,2011-08-24 21:07:01,False,None,False,None,1
Bore-OyHbrT,1.88573708686077E+018,224797378.404,1539017400,2018-10-08 16:50:00,2011-08-24 21:07:01,True,7,False,None,1
Bos_WHLHAcB,1.88616094042266E+018,224847905.686,1539067927,2018-10-09 06:52:07,2011-08-24 21:07:01,False,None,False,None,1
BoTW-yUnjM8,1.87894654120743E+018,223987882.281,1538207904,2018-09-29 07:58:24,2011-08-24 21:07:01,True,3,False,None,1
BoTXvRYnPT5,1.87894987309534E+018,223988279.473,1538208301,2018-09-29 08:05:01,2011-08-24 21:07:01,False,None,False,None,1
BouZiY_HwWR,1.8865576083686E+018,224895192.19,1539115213,2018-10-09 20:00:13,2011-08-24 21:07:00,False,None,False,None,0
Boxg7IRHyfH,1.88743451965962E+018,224999728.162,1539219749,2018-10-11 01:02:29,2011-08-24 21:07:00,False,None,False,None,0
Bp22ks2HzIj,1.9069515088034E+018,227326334.572,1541546464,2018-11-06 23:21:04,2011-08-24 21:08:49,False,None,True,13.69,109
Bp25J-GnjYK,1.90696286604743E+018,227327688.461,1541547710,2018-11-06 23:41:50,2011-08-24 21:07:01,True,3,False,None,1
BpI25N2Hcgb,1.89400506969763E+018,225782998.764,1540003020,2018-10-20 02:37:00,2011-08-24 21:07:01,True,5,False,None,1
B-PjpidnJ6T,2.27419312297585E+018,271104946.491,1585325126,2020-03-27 16:05:26,2011-08-24 21:09:39,False,None,True,100.656,159
BporcpEHYZ6,1.90296192680182E+018,226850739.336,1541070761,2018-11-01 11:12:41,2011-08-24 21:07:01,True,3,Contains at least one video,None,1
