shortcode,media_id,creation_time                  (seconds wrt IG epoch),published_time (unix),published_time     (utc),epoch_estimate    (utc),is_multiple,count,is_video,vid_duration,off_by
B9Zsm7gnRJO,2.26E+18,269297704.4,1583517743,2020-03-06 18:02:23,2011-08-24 21:07:18,FALSE,None,TRUE,28.141,18
CEuAixgnC-9,2.39E+18,285011630.3,1599231670,2020-09-04 15:01:10,2011-08-24 21:07:19,FALSE,None,TRUE,29.833,19
CEejzZdn5vK,2.39E+18,284493245.6,1598713285,2020-08-29 15:01:25,2011-08-24 21:07:19,FALSE,None,TRUE,28.6,19
Bvc3PqAFACS,2.01E+18,239339173.1,1553559213,2019-03-26 0:13:33,2011-08-24 21:07:19,FALSE,None,TRUE,7.09,19
CEhIkw2H8hN,2.39E+18,284579633.3,1598799674,2020-08-30 15:01:14,2011-08-24 21:07:20,FALSE,None,TRUE,29.033,20
B9UmNAXHGRZ,2.26E+18,269126574.1,1583346615,2020-03-04 18:30:15,2011-08-24 21:07:20,FALSE,None,TRUE,3.966,20
CEW2GLCnFNw,2.38E+18,284234401.2,1598454443,2020-08-26 15:07:23,2011-08-24 21:07:21,FALSE,None,TRUE,28.5,21
CAMcMCHHPKC,2.31E+18,275295338.8,1589515380,2020-05-15 4:03:00,2011-08-24 21:07:21,FALSE,None,TRUE,22.586,21
BvK0QZZH8xk,2.00E+18,238733626.5,1552953668,2019-03-19 0:01:08,2011-08-24 21:07:21,FALSE,None,TRUE,53.18,21
CAgjh7ln_9w,2.32E+18,275970276.8,1590190319,2020-05-22 23:31:59,2011-08-24 21:07:22,FALSE,None,TRUE,30.033,22
B9Vuje3nc06,2.26E+18,269164507,1583384550,2020-03-05 5:02:30,2011-08-24 21:07:23,FALSE,None,TRUE,28.35,23
ByVpza7HzE9,2.06E+18,245539696,1559759739,2019-06-05 18:35:39,2011-08-24 21:07:23,FALSE,None,TRUE,13.03,23
CEmSMHwHeIj,2.39E+18,284752446.4,1598972491,2020-09-01 15:01:31,2011-08-24 21:07:24,FALSE,None,TRUE,29.933,24
CEjtY9KH9bg,2.39E+18,284666044.1,1598886089,2020-08-31 15:01:29,2011-08-24 21:07:24,FALSE,None,TRUE,23.166,24
BukAnKPHUN4,1.99E+18,237431481.6,1551651526,2019-03-03 22:18:46,2011-08-24 21:07:24,FALSE,None,TRUE,15.219,24
B8Rh3V5nlOf,2.24E+18,266876152.6,1581096198,2020-02-07 17:23:18,2011-08-24 21:07:25,FALSE,None,TRUE,15.043,25
BupKtEYnJcG,1.99E+18,237604545.1,1551824592,2019-03-05 22:23:12,2011-08-24 21:07:26,FALSE,None,TRUE,9.8,26
BvchpohBBNf,2.01E+18,239327851.6,1553547899,2019-03-25 21:04:59,2011-08-24 21:07:27,FALSE,None,TRUE,57.709,27
CEb_IJenL08,2.39E+18,284406908.1,1598626957,2020-08-28 15:02:37,2011-08-24 21:07:28,FALSE,None,TRUE,26.6,28
CCG98yjnUi2,2.34E+18,279406680.4,1593626729,2020-07-01 18:05:29,2011-08-24 21:07:28,FALSE,None,TRUE,20.006,28
B8ww2BeHKUd,2.25E+18,267924193.5,1582144243,2020-02-19 20:30:43,2011-08-24 21:07:29,FALSE,None,TRUE,7.869,29
BwIGyTOHbn0,2.02E+18,240790161.8,1555010212,2019-04-11 19:16:52,2011-08-24 21:07:30,FALSE,None,TRUE,29.39,30
BwbFZkanjYX,2.03E+18,241426969.1,1555647021,2019-04-19 4:10:21,2011-08-24 21:07:31,FALSE,None,TRUE,14.96,31
B8jbOimnr0c,2.24E+18,267476652.4,1581696705,2020-02-14 16:11:45,2011-08-24 21:07:32,FALSE,None,TRUE,11.1,32
BvujN45n-Hl,2.01E+18,239932652.7,1554152708,2019-04-01 21:05:08,2011-08-24 21:07:35,FALSE,None,TRUE,5.73,35
BvUgRHwHm9B,2.01E+18,239058691,1553278747,2019-03-22 18:19:07,2011-08-24 21:07:35,FALSE,None,TRUE,15.02,35
CEUXZbNnhop,2.38E+18,284151197.1,1598371254,2020-08-25 16:00:54,2011-08-24 21:07:36,FALSE,None,TRUE,30,36
BxtC3mgHR1r,2.05E+18,244177105.7,1558397163,2019-05-21 0:06:03,2011-08-24 21:07:37,FALSE,None,TRUE,20.24,37
BwA35njnrOZ,2.02E+18,240547476.4,1554767539,2019-04-08 23:52:19,2011-08-24 21:07:42,FALSE,None,TRUE,3.53,42
BvaKA-9HOgJ,2.01E+18,239248351.1,1553468414,2019-03-24 23:00:14,2011-08-24 21:07:42,FALSE,None,TRUE,26.5,42
CEFW9DonR31,2.38E+18,283647648.2,1597867712,2020-08-19 20:08:32,2011-08-24 21:07:43,FALSE,None,TRUE,43.133,43
Bu15XHdH4vW,2.00E+18,238031660,1552251723,2019-03-10 21:02:03,2011-08-24 21:07:43,FALSE,None,TRUE,46,43
CClpJPUHhCl,2.35E+18,280435959.7,1594656024,2020-07-13 16:00:24,2011-08-24 21:07:44,FALSE,None,TRUE,50.5,44
CAsdjbfHkwh,2.32E+18,276369796.5,1590589861,2020-05-27 14:31:01,2011-08-24 21:07:44,FALSE,None,TRUE,30.025,44
ByGIpCxnDWS,2.06E+18,245018993,1559239057,2019-05-30 17:57:37,2011-08-24 21:07:44,FALSE,None,TRUE,57.739,44
CAODOj0nsKn,2.31E+18,275349361.1,1589569427,2020-05-15 19:03:47,2011-08-24 21:07:45,FALSE,None,TRUE,15,45
BwVa7quH5lI,2.02E+18,241236931.9,1555456997,2019-04-16 23:23:17,2011-08-24 21:07:45,FALSE,None,TRUE,14.69,45
CEc4BsuHM0s,2.39E+18,284436739.7,1598656807,2020-08-28 23:20:07,2011-08-24 21:07:47,FALSE,None,TRUE,15.033,47
BwQBOJvhMCu,2.02E+18,241055679.7,1555275747,2019-04-14 21:02:27,2011-08-24 21:07:47,FALSE,None,TRUE,30.05,47
CD9YXPKnI3J,2.38E+18,283379951.5,1597600020,2020-08-16 17:47:00,2011-08-24 21:07:48,FALSE,None,TRUE,21.433,48
ButbdxNnAl3,1.99E+18,237747550.4,1551967619,2019-03-07 14:06:59,2011-08-24 21:07:48,FALSE,None,TRUE,12.18,48
Bv3FzvlHqwg,2.02E+18,240219224,1554439294,2019-04-05 4:41:34,2011-08-24 21:07:49,FALSE,None,TRUE,17.8,49
B0FYvwAnKsU,2.09E+18,249288849.4,1563508920,2019-07-19 4:02:00,2011-08-24 21:07:50,FALSE,None,TRUE,19.148,50
CALCugQH1yC,2.31E+18,275248435.2,1589468508,2020-05-14 15:01:48,2011-08-24 21:07:52,FALSE,None,TRUE,10.033,52
CAQyjyPnO2Z,2.31E+18,275441285.4,1589661359,2020-05-16 20:35:59,2011-08-24 21:07:53,FALSE,None,TRUE,28.725,53
CAlYNZcnwiG,2.32E+18,276132113.6,1590352188,2020-05-24 20:29:48,2011-08-24 21:07:54,FALSE,None,TRUE,60,54
CEazcOxHebk,2.39E+18,284367226.7,1598587302,2020-08-28 4:01:42,2011-08-24 21:07:55,FALSE,None,TRUE,20.033,55
CCOsLAYnKTS,2.35E+18,279665795.1,1593885872,2020-07-04 18:04:32,2011-08-24 21:07:56,FALSE,None,TRUE,30.033,56
ByJAtEynPLF,2.06E+18,245115495,1559335572,2019-05-31 20:46:12,2011-08-24 21:07:56,FALSE,None,TRUE,28.86,56
CDrLgoxHI0F,2.37E+18,282769233,1596989311,2020-08-09 16:08:31,2011-08-24 21:07:58,FALSE,None,TRUE,6,58
CAURF7CnudO,2.31E+18,275557957,1589778036,2020-05-18 5:00:36,2011-08-24 21:07:59,FALSE,None,TRUE,57.821,59
Bxkleo2HNeA,2.05E+18,243893261.4,1558113341,2019-05-17 17:15:41,2011-08-24 21:07:59,FALSE,None,TRUE,15.02,59
BvLZUaBHp8D,2.00E+18,238753058.1,1552973138,2019-03-19 5:25:38,2011-08-24 21:07:59,FALSE,None,TRUE,39.539,59
CDEz_q-nR96,2.36E+18,281481835.9,1595701918,2020-07-25 18:31:58,2011-08-24 21:08:02,FALSE,None,TRUE,112.4,62
CCY--xeH4j7,2.35E+18,280011200.7,1594231283,2020-07-08 18:01:23,2011-08-24 21:08:02,FALSE,None,TRUE,24.986,62
CEm4L5gn1Bf,2.39E+18,284772367.6,1598992451,2020-09-01 20:34:11,2011-08-24 21:08:03,FALSE,None,TRUE,7,63
B9fLG9FHoz5,2.26E+18,269481467.5,1583701551,2020-03-08 21:05:51,2011-08-24 21:08:03,FALSE,None,TRUE,40.735,63
CAT9FNInif-,2.31E+18,275547465.4,1589767552,2020-05-18 2:05:52,2011-08-24 21:08:06,FALSE,None,TRUE,28.991,66
ByDdr0sHhKb,2.05E+18,244929362.5,1559149450,2019-05-29 17:04:10,2011-08-24 21:08:07,FALSE,None,TRUE,45.18,67
BurfSQ2H8Qw,1.99E+18,237682444.4,1551902532,2019-03-06 20:02:12,2011-08-24 21:08:07,FALSE,None,TRUE,52.33,67
CD7ACV9H2Zy,2.38E+18,283300088.6,1597520178,2020-08-15 19:36:18,2011-08-24 21:08:09,FALSE,None,TRUE,20.366,69
CEGLE6VHPhK,2.38E+18,283674975.5,1597895066,2020-08-20 3:44:26,2011-08-24 21:08:10,FALSE,None,TRUE,96.966,70
B_-oMbhnf-Z,2.31E+18,274831871.4,1589051963,2020-05-09 19:19:23,2011-08-24 21:08:11,FALSE,None,TRUE,16.766,71
B8pOSfPn8OJ,2.25E+18,267671195.6,1581891293,2020-02-16 22:14:53,2011-08-24 21:08:17,FALSE,None,TRUE,30.025,77
CBmL4sunOac,2.33E+18,278306690.7,1592526790,2020-06-19 0:33:10,2011-08-24 21:08:19,FALSE,None,TRUE,41.226,79
Bu2TP0ln3JK,2.00E+18,238045231.7,1552265333,2019-03-11 0:48:53,2011-08-24 21:08:21,FALSE,None,TRUE,47.56,81
CBoisa6nyvn,2.34E+18,278385757.6,1592605860,2020-06-19 22:31:00,2011-08-24 21:08:22,FALSE,None,TRUE,149.501,82
BzJqiH7n6aF,2.07E+18,247284909,1561505014,2019-06-25 23:23:34,2011-08-24 21:08:24,FALSE,None,TRUE,12.89,84
Bya0-cag29o,2.06E+18,245713325.6,1559933430,2019-06-07 18:50:30,2011-08-24 21:08:24,FALSE,None,TRUE,15.02,84
CAniOvwHPm8,2.32E+18,276204476.4,1590424583,2020-05-25 16:36:23,2011-08-24 21:08:26,FALSE,None,TRUE,30.05,86
B8Ui4LvnT4k,2.24E+18,266977347,1581197454,2020-02-08 21:30:54,2011-08-24 21:08:26,FALSE,None,TRUE,19.1,86
BvKocS5H8tK,2.00E+18,238727432.6,1552947539,2019-03-18 22:18:59,2011-08-24 21:08:26,FALSE,None,TRUE,7.619,86
CC9lqYQnNZI,2.36E+18,281239440.4,1595459550,2020-07-22 23:12:30,2011-08-24 21:08:29,FALSE,None,TRUE,155.401,89
CEiU-mIH7ds,2.39E+18,284619690.8,1598839804,2020-08-31 2:10:04,2011-08-24 21:08:33,FALSE,None,TRUE,52.933,93
CAoxNzAn_h3,2.32E+18,276245887.4,1590466001,2020-05-26 4:06:41,2011-08-24 21:08:33,FALSE,None,TRUE,31.216,93
B9xQiGAnOPx,2.27E+18,270088291.1,1584308405,2020-03-15 21:40:05,2011-08-24 21:08:33,FALSE,None,TRUE,3.1,93
By0mq_6Hem9,2.07E+18,246578241.5,1560798356,2019-06-17 19:05:56,2011-08-24 21:08:34,FALSE,None,TRUE,14.64,94
CAxxbl3nw9Y,2.32E+18,276547990.3,1590768107,2020-05-29 16:01:47,2011-08-24 21:08:36,FALSE,None,TRUE,15.01,96
BvsnF_HnDAI,2.01E+18,239867576.2,1554087693,2019-04-01 3:01:33,2011-08-24 21:08:36,FALSE,None,TRUE,43.43,96
B-nX9OznQiZ,2.28E+18,271904122.7,1586124241,2020-04-05 22:04:01,2011-08-24 21:08:38,FALSE,None,TRUE,9.271,98
BwAko5OHZ-G,2.02E+18,240537377.9,1554757500,2019-04-08 21:05:00,2011-08-24 21:08:42,FALSE,None,TRUE,28.97,102
CCcoQSTHfXE,2.35E+18,280133503.3,1594353630,2020-07-10 4:00:30,2011-08-24 21:08:46,FALSE,None,TRUE,15.01,106
BukSdgqHbxl,1.99E+18,237440839.8,1551660966,2019-03-04 0:56:06,2011-08-24 21:08:46,FALSE,None,TRUE,5,106
CA01VzSHteJ,2.32E+18,276650703.3,1590870834,2020-05-30 20:33:54,2011-08-24 21:08:50,FALSE,None,TRUE,46,110
B9N4vFmnBnX,2.26E+18,268901409.5,1583121543,2020-03-02 3:59:03,2011-08-24 21:08:53,FALSE,None,TRUE,7.803,113
B-n9pYxHg0K,2.28E+18,271923883.1,1586144020,2020-04-06 3:33:40,2011-08-24 21:08:56,FALSE,None,TRUE,6.7,116
B9mdRTAHXCk,2.26E+18,269725870.5,1583946008,2020-03-11 17:00:08,2011-08-24 21:08:57,FALSE,None,TRUE,196.48,117
By5-416HdzC,2.07E+18,246758710,1560978850,2019-06-19 21:14:10,2011-08-24 21:08:59,FALSE,None,TRUE,55.23,119
CD1W6SDn0wh,2.37E+18,283110754.6,1597330897,2020-08-13 15:01:37,2011-08-24 21:09:02,FALSE,None,TRUE,14.666,122
CESGkl6H_AB,2.38E+18,284075266.8,1598295415,2020-08-24 18:56:55,2011-08-24 21:09:08,FALSE,None,TRUE,59.6,128
BvH9psdHHRb,2.00E+18,238637889.1,1552858038,2019-03-17 21:27:18,2011-08-24 21:09:08,FALSE,None,TRUE,4.53,128
CCKB26Bn9ba,2.34E+18,279509392.6,1593729542,2020-07-02 22:39:02,2011-08-24 21:09:09,FALSE,None,TRUE,222.393,129
CEkG6fVHgvw,2.39E+18,284679426,1598899583,2020-08-31 18:46:23,2011-08-24 21:09:17,FALSE,None,TRUE,167.466,137
CACncuZnsCo,2.31E+18,274965698.4,1589185859,2020-05-11 8:30:59,2011-08-24 21:09:20,FALSE,None,TRUE,15,140
CBui50xnqb8,2.34E+18,278587194,1592807357,2020-06-22 6:29:17,2011-08-24 21:09:23,FALSE,None,TRUE,29.966,143
CAw1_wdn0gd,2.32E+18,276516829.2,1590736995,2020-05-29 7:23:15,2011-08-24 21:09:25,FALSE,None,TRUE,50.7,145
BwavN6knaqe,2.03E+18,241415339.3,1555635507,2019-04-19 0:58:27,2011-08-24 21:09:27,FALSE,None,TRUE,29.67,147
B_vXX5aHJqT,2.30E+18,274319736,1588539904,2020-05-03 21:05:04,2011-08-24 21:09:28,FALSE,None,TRUE,52.011,148
B-PjpidnJ6T,2.27E+18,271104946.5,1585325126,2020-03-27 16:05:26,2011-08-24 21:09:39,FALSE,None,TRUE,100.656,159
CEHYoERHpwn,2.38E+18,283715633.7,1597935819,2020-08-20 15:03:39,2011-08-24 21:09:45,FALSE,None,TRUE,29.6,165
CAsyYxnHVtx,2.32E+18,276380719.3,1590600905,2020-05-27 17:35:05,2011-08-24 21:09:45,FALSE,None,TRUE,60.021,165
Bvr-uXZHRRU,2.01E+18,239846411.2,1554066602,2019-03-31 21:10:02,2011-08-24 21:09:50,FALSE,None,TRUE,27.76,170
BxYWYSznZ8X,2.04E+18,243482691.9,1557702888,2019-05-12 23:14:48,2011-08-24 21:09:56,FALSE,None,TRUE,14.809,176
B-iMVpmn7Ki,2.28E+18,271730259.1,1585950464,2020-04-03 21:47:44,2011-08-24 21:10:04,FALSE,None,TRUE,134.453,184
Bw3f0gCHTF6,2.03E+18,242380345.3,1556600555,2019-04-30 5:02:35,2011-08-24 21:10:09,FALSE,None,TRUE,6.57,189
CAI_HD-nMQj,2.31E+18,275179430.4,1589399658,2020-05-13 19:54:18,2011-08-24 21:10:27,FALSE,None,TRUE,60.033,207
Bz9CTOfHVfZ,2.09E+18,249008646,1563228879,2019-07-15 22:14:39,2011-08-24 21:10:33,FALSE,None,TRUE,261.18,213
B-QTgbenItF,2.27E+18,271130037.7,1585350272,2020-03-27 23:04:32,2011-08-24 21:10:34,FALSE,None,TRUE,122.471,214
CCoGx_-Hegw,2.35E+18,280518606.8,1594738842,2020-07-14 15:00:42,2011-08-24 21:10:35,FALSE,None,TRUE,25.153,215
BurtGMqncXg,1.99E+18,237689685.6,1551909935,2019-03-06 22:05:35,2011-08-24 21:10:49,FALSE,None,TRUE,58.749,229
B8WrfbyHGI4,2.24E+18,267048971.7,1581269228,2020-02-09 17:27:08,2011-08-24 21:10:56,FALSE,None,TRUE,24,236
CC70yz7nlIA,2.36E+18,281180265,1595400529,2020-07-22 6:48:49,2011-08-24 21:11:04,FALSE,None,TRUE,21.366,244
CA1Sk3inHPQ,2.32E+18,276666031,1590886309,2020-05-31 0:51:49,2011-08-24 21:11:17,FALSE,None,TRUE,46.133,257
CEHsqfDHqLN,2.38E+18,283726139.3,1597946419,2020-08-20 18:00:19,2011-08-24 21:11:19,FALSE,None,TRUE,31.733,259
CCn5lvJHhKs,2.35E+18,280511690.6,1594731971,2020-07-14 13:06:11,2011-08-24 21:11:20,FALSE,None,TRUE,149.106,260
BzSC-sqHFH3,2.08E+18,247566161.5,1561786443,2019-06-29 5:34:03,2011-08-24 21:11:21,FALSE,None,TRUE,15,261
BylndwHHxFR,2.06E+18,246075340.8,1560295623,2019-06-11 23:27:03,2011-08-24 21:11:22,FALSE,None,TRUE,5.27,262
CBvkgUoHGRv,2.34E+18,278621588,1592841890,2020-06-22 16:04:50,2011-08-24 21:11:41,FALSE,None,TRUE,22.886,281
Bw3WjJHHJRN,2.03E+18,242375484.6,1556595790,2019-04-30 3:43:10,2011-08-24 21:11:45,FALSE,None,TRUE,27.24,285
CD8LmVHnl10,2.38E+18,283339705,1597560016,2020-08-16 6:40:16,2011-08-24 21:11:51,FALSE,None,TRUE,29.833,291
BvIOt-qHy7y,2.00E+18,238646837.1,1552867153,2019-03-17 23:59:13,2011-08-24 21:11:55,FALSE,None,TRUE,53.609,295
BwxJfnIn3V8,2.03E+18,242167313.3,1556387637,2019-04-27 17:53:57,2011-08-24 21:12:03,FALSE,None,TRUE,30.05,303
CCEZABJnfyg,2.34E+18,279320199.3,1593540564,2020-06-30 18:09:24,2011-08-24 21:12:44,FALSE,None,TRUE,802.413,344
BxLSYBmnMTp,2.04E+18,243044385,1557264750,2019-05-07 21:32:30,2011-08-24 21:12:45,FALSE,None,TRUE,29.06,345
B9z3I6VnjXO,2.27E+18,270175640.9,1584396008,2020-03-16 22:00:08,2011-08-24 21:12:47,FALSE,None,TRUE,57.713,347
B82QOjinrUv,2.25E+18,268108419.5,1582328820,2020-02-21 23:47:00,2011-08-24 21:13:20,FALSE,None,TRUE,30.025,380
Bv-DuFdHdXN,2.02E+18,240453010.1,1554673426,2019-04-07 21:43:46,2011-08-24 21:13:35,FALSE,None,TRUE,14.95,395
BxQb1hTH53h,2.04E+18,243217117.4,1557437571,2019-05-09 21:32:51,2011-08-24 21:14:13,FALSE,None,TRUE,24.68,433
CEAearOnyQJ,2.38E+18,283483788.7,1597704260,2020-08-17 22:44:20,2011-08-24 21:14:31,FALSE,None,TRUE,135.053,451
CD2YDBRHbUe,2.38E+18,283144904.9,1597365416,2020-08-14 0:36:56,2011-08-24 21:15:11,FALSE,None,TRUE,27,491
CB2_BvinobJ,2.34E+18,278870374.3,1593090910,2020-06-25 13:15:10,2011-08-24 21:15:35,FALSE,None,TRUE,23.086,515
CFYKJlLBJro,2.40E+18,286425952.9,1600646508,2020-09-21 0:01:48,2011-08-24 21:15:55,FALSE,None,TRUE,35.066,535
BxQ0MKKnM6I,2.04E+18,243229885.7,1557450466,2019-05-10 1:07:46,2011-08-24 21:16:20,FALSE,None,TRUE,5.72,560
BwkehWzn96h,2.03E+18,241742130,1555962733,2019-04-22 19:52:13,2011-08-24 21:16:42,FALSE,None,TRUE,29.99,582
CEZZR-3nd0m,2.39E+18,284319956.8,1598540565,2020-08-27 15:02:45,2011-08-24 21:16:48,FALSE,None,TRUE,29.433,588
B_dVV8vH00M,2.30E+18,273714691.7,1587935581,2020-04-26 21:13:01,2011-08-24 21:21:29,FALSE,None,TRUE,39.7,869
CE4Too1H1vk,2.39E+18,285357184.1,1599580824,2020-09-08 16:00:24,2011-08-24 22:07:19,FALSE,None,TRUE,427.3,3619
B01V7Q3gZLh,2.10E+18,250897983.6,1565118005,2019-08-06 19:00:05,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
B0yc1m7n8ET,2.10E+18,250800944,1565020965,2019-08-05 16:02:45,2011-08-24 21:07:01,TRUE,2,Contains at least one video,None,1
B0d16GeHHwP,2.10E+18,250109444.9,1564329466,2019-07-28 15:57:46,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
B0TZmFdnidN,2.10E+18,249759056.6,1563979078,2019-07-24 14:37:58,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
B0Rwlpmneky,2.09E+18,249704002.8,1563924024,2019-07-23 23:20:24,2011-08-24 21:07:01,TRUE,3,FALSE,None,1
B0FYvwAnKsU,2.09E+18,249288849.4,1563508920,2019-07-19 4:02:00,2011-08-24 21:07:50,FALSE,None,TRUE,19.148,50
Bz-7vSMnlc3,2.09E+18,249072314.6,1563292336,2019-07-16 15:52:16,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
Bz9CTOfHVfZ,2.09E+18,249008646,1563228879,2019-07-15 22:14:39,2011-08-24 21:10:33,FALSE,None,TRUE,261.18,213
BztZj0bnV7r,2.08E+18,248483969.6,1562703991,2019-07-09 20:26:31,2011-08-24 21:07:01,TRUE,2,Contains at least one video,None,1
Bzb40nun_eI,2.08E+18,247896380.4,1562116402,2019-07-03 1:13:22,2011-08-24 21:07:01,TRUE,3,FALSE,None,1
BzSC-sqHFH3,2.08E+18,247566161.5,1561786443,2019-06-29 5:34:03,2011-08-24 21:11:21,FALSE,None,TRUE,15,261
BzQ_aXLHj2Z,2.08E+18,247530736.5,1561750758,2019-06-28 19:39:18,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BzLpR1ynHla,2.07E+18,247351360.2,1561571381,2019-06-26 17:49:41,2011-08-24 21:07:00,TRUE,3,Contains at least one video,None,0
BzJqiH7n6aF,2.07E+18,247284909,1561505014,2019-06-25 23:23:34,2011-08-24 21:08:24,FALSE,None,TRUE,12.89,84
BzG1ZXRA86E,2.07E+18,247189941.2,1561409962,2019-06-24 20:59:22,2011-08-24 21:07:00,TRUE,2,Contains at least one video,None,0
By-zM6An9Ro,2.07E+18,246920355.1,1561140376,2019-06-21 18:06:16,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
By9ZS6cHfxV,2.07E+18,246873218.4,1561093240,2019-06-21 5:00:40,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
By5-416HdzC,2.07E+18,246758710,1560978850,2019-06-19 21:14:10,2011-08-24 21:08:59,FALSE,None,TRUE,55.23,119
By36WOSH5xe,2.07E+18,246689220.4,1560909242,2019-06-19 1:54:02,2011-08-24 21:07:01,TRUE,8,Contains at least one video,None,1
By3hOygHFbP,2.07E+18,246676052.3,1560896074,2019-06-18 22:14:34,2011-08-24 21:07:01,TRUE,6,FALSE,None,1
By3MpL7npod,2.07E+18,246665258.5,1560885287,2019-06-18 19:14:47,2011-08-24 21:07:08,FALSE,None,TRUE,20.47,8
By0mq_6Hem9,2.07E+18,246578241.5,1560798356,2019-06-17 19:05:56,2011-08-24 21:08:34,FALSE,None,TRUE,14.64,94
Byz6pB5HAiQ,2.07E+18,246555156.7,1560775178,2019-06-17 12:39:38,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
ByzUvVBHNrp,2.07E+18,246535285.4,1560755307,2019-06-17 7:08:27,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bys2C1-H5Pr,2.07E+18,246317865.7,1560537887,2019-06-14 18:44:47,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
ByqFebNn8ew,2.07E+18,246225292.7,1560445314,2019-06-13 17:01:54,2011-08-24 21:07:01,TRUE,7,FALSE,None,1
ByoYhJqH2G4,2.07E+18,246168167.6,1560388189,2019-06-13 1:09:49,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bynwuw7noQS,2.06E+18,246147307.6,1560367329,2019-06-12 19:22:09,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bylq5qjHUwj,2.06E+18,246077142.3,1560297164,2019-06-11 23:52:44,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
BylndwHHxFR,2.06E+18,246075340.8,1560295623,2019-06-11 23:27:03,2011-08-24 21:11:22,FALSE,None,TRUE,5.27,262
BylFCkQnTp4,2.06E+18,246057292.3,1560277314,2019-06-11 18:21:54,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
ByjKBlAnc-T,2.06E+18,245992796.8,1560212818,2019-06-11 0:26:58,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
Byg9188HJmN,2.06E+18,245919301.2,1560139322,2019-06-10 4:02:02,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
Bya0-cag29o,2.06E+18,245713325.6,1559933430,2019-06-07 18:50:30,2011-08-24 21:08:24,FALSE,None,TRUE,15.02,84
ByX--7KnKho,2.06E+18,245617909.1,1559837930,2019-06-06 16:18:50,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
ByVpza7HzE9,2.06E+18,245539696,1559759739,2019-06-05 18:35:39,2011-08-24 21:07:23,FALSE,None,TRUE,13.03,23
ByTYWPHH1yc,2.06E+18,245463435.2,1559683456,2019-06-04 21:24:16,2011-08-24 21:07:00,TRUE,10,FALSE,None,0
ByRVCqGHyos,2.06E+18,245394593,1559614614,2019-06-04 2:16:54,2011-08-24 21:07:00,TRUE,7,FALSE,None,0
ByLXldoHAs8,2.06E+18,245194600.1,1559414621,2019-06-01 18:43:41,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
ByJZWvsnb-r,2.06E+18,245128419.3,1559348441,2019-06-01 0:20:41,2011-08-24 21:07:01,TRUE,6,FALSE,None,1
ByJAtEynPLF,2.06E+18,245115495,1559335572,2019-05-31 20:46:12,2011-08-24 21:07:56,FALSE,None,TRUE,28.86,56
ByIqBJ-nwF9,2.06E+18,245103600.9,1559323622,2019-05-31 17:27:02,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
ByHOCgqn4PO,2.06E+18,245055377.5,1559275399,2019-05-31 4:03:19,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
ByG0B3vHozU,2.06E+18,245041740.8,1559261762,2019-05-31 0:16:02,2011-08-24 21:07:01,TRUE,10,FALSE,None,1
ByGIpCxnDWS,2.06E+18,245018993,1559239057,2019-05-30 17:57:37,2011-08-24 21:07:44,FALSE,None,TRUE,57.739,44
ByEvm68HJSS,2.05E+18,244972314,1559192335,2019-05-30 4:58:55,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
ByDdr0sHhKb,2.05E+18,244929362.5,1559149450,2019-05-29 17:04:10,2011-08-24 21:08:07,FALSE,None,TRUE,45.18,67
ByArO74Hjji,2.05E+18,244835802.6,1559055824,2019-05-28 15:03:44,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bx265txHxtR,2.05E+18,244508473.1,1558728494,2019-05-24 20:08:14,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
Bx0-DWWnbw8,2.05E+18,244443016,1558663037,2019-05-24 1:57:17,2011-08-24 21:07:01,FALSE,None,FALSE,None,1
Bx01BnEnkGx,2.05E+18,244438283.1,1558658304,2019-05-24 0:38:24,2011-08-24 21:07:00,TRUE,3,FALSE,None,0
Bxvv-nRHXO9,2.05E+18,244267865,1558487886,2019-05-22 1:18:06,2011-08-24 21:07:01,TRUE,2,FALSE,None,1
BxuxbWSHA_y,2.05E+18,244235070.2,1558455091,2019-05-21 16:11:31,2011-08-24 21:07:00,FALSE,None,FALSE,None,0
BxtC3mgHR1r,2.05E+18,244177105.7,1558397163,2019-05-21 0:06:03,2011-08-24 21:07:37,FALSE,None,TRUE,20.24,37
